People	Time1	Time2	Time3	Time4	Time5	Time6	Time7	Time8	Time9	Time10	Time11	Time12
P0572	4	2	7	4	5	5	5	7	6	4	0	3
P0479	0	7	7	9	5	5	4	3	5	4	8	1
P0349	1	10	0	5	5	0	3	4	0	4	0	4
P0872	2	7	3	1	5	0	2	7	4	4	10	10
P0618	9	9	4	10	5	4	1	6	1	4	5	2
P0948	0	10	10	9	5	5	9	5	1	5	5	9
P0003	1	9	4	7	5	3	8	5	5	5	2	9
P0539	0	5	2	5	5	5	7	9	6	5	9	9
P0606	7	4	10	5	5	6	7	1	1	5	2	5
P0462	4	6	0	10	5	7	7	7	1	5	5	7
P0508	4	8	9	10	5	3	5	0	10	5	1	4
P0695	8	7	0	10	5	9	3	10	7	5	9	9
P0937	3	1	3	2	5	5	2	9	7	5	5	1
P0369	9	1	8	7	5	1	10	5	7	6	10	3
P0142	9	6	7	9	5	7	9	1	4	6	8	9
P0798	10	4	7	6	5	10	7	6	9	6	4	1
P0502	7	3	4	7	5	0	7	8	0	6	0	5
P0186	8	7	3	2	5	6	6	3	2	6	7	7
P0326	8	3	6	0	5	0	4	8	10	6	8	2
P0152	3	5	0	0	5	1	4	2	2	6	4	0
P0999	3	10	4	9	5	6	9	5	5	7	1	6
P0743	9	1	3	4	5	4	7	1	3	7	6	10
P0964	4	3	8	1	5	4	2	5	2	7	8	4
P0597	0	3	8	3	5	2	2	1	8	7	0	1
P0411	9	9	7	3	5	0	0	5	5	7	8	1
P0259	8	6	6	8	5	0	4	10	1	8	7	2
P0438	6	9	2	9	5	5	0	7	7	8	1	9
P0069	1	7	2	1	5	7	8	2	7	9	7	4
P0650	0	1	9	10	5	2	8	10	10	9	0	5
P0615	10	6	2	6	5	10	7	8	2	9	3	7
P0654	1	10	1	5	5	2	0	5	6	9	3	3
P0224	1	10	6	2	5	1	9	5	0	10	5	3
P0940	2	3	8	7	5	7	9	5	2	10	5	1
P0121	10	4	5	5	5	5	8	5	4	10	10	0
P0557	5	3	2	5	5	10	6	5	1	10	9	7
P0755	9	3	3	6	5	3	4	4	5	10	6	0
P0401	2	8	8	10	5	4	0	10	6	10	10	8
P0752	10	2	5	2	5	7	0	10	1	NA	NA	NA
P0853	2	4	0	10	5	9	0	10	2	NA	NA	NA
P0537	4	1	10	10	5	9	0	0	0	NA	NA	NA
P0311	3	7	6	0	4	2	10	NA	6	NA	NA	NA
P0875	8	5	7	0	4	5	9	7	2	NA	NA	NA
P0739	5	1	3	NA	4	2	8	7	3	NA	NA	NA
P0323	0	1	6	9	4	6	6	5	2	0	9	0
P0125	8	9	3	9	4	0	5	0	5	0	2	1
P0087	3	3	2	9	4	4	4	3	5	0	3	4
P0722	1	1	1	4	4	10	2	0	9	0	2	3
P0877	3	10	1	3	4	3	1	2	3	0	7	0
P0159	0	9	5	4	4	9	1	0	8	0	1	10
P0777	4	8	6	4	4	0	1	8	1	0	10	1
P0576	10	6	1	2	4	4	9	3	10	1	2	7
P0414	5	4	8	6	4	0	9	10	9	1	6	1
P0831	7	10	5	4	4	4	7	8	8	1	9	9
P0897	8	9	3	1	4	6	5	3	8	1	7	4
P0416	4	3	3	10	4	7	2	0	6	1	7	6
P0965	3	3	5	9	4	7	1	6	7	1	3	9
P0408	8	6	7	6	4	10	0	10	4	1	8	2
P0193	10	5	0	5	4	7	10	9	8	2	1	3
P0420	4	7	5	7	4	4	10	0	7	2	6	6
P0796	8	2	10	1	4	6	8	2	8	2	6	4
P0495	10	3	8	2	4	2	6	0	4	2	6	5
P0762	3	0	1	10	4	10	6	9	7	2	6	7
P0347	5	10	8	2	4	1	5	0	6	2	5	3
P0731	8	2	5	4	4	7	5	5	8	2	9	10
P0180	5	0	8	10	4	NA	5	7	0	2	0	0
P0220	7	7	3	2	4	7	2	4	7	2	8	0
P0857	3	2	10	8	4	9	2	9	5	2	3	5
P0049	8	1	1	0	4	9	1	10	2	2	3	7
P0086	9	NA	7	5	4	NA	1	5	10	2	1	5
P0724	7	2	2	2	4	3	6	8	3	3	0	6
P0505	0	8	4	1	4	1	5	1	5	3	7	4
P0214	5	7	7	0	4	10	3	10	1	3	3	5
P0609	8	5	10	8	4	1	3	2	9	3	9	3
P0342	10	1	0	4	4	4	2	4	7	3	3	0
P0836	9	1	9	5	4	0	10	8	2	4	2	0
P0934	6	9	2	4	4	2	9	1	2	4	2	2
P0137	1	6	0	0	4	2	8	5	4	4	4	8
P0352	1	9	2	4	4	6	8	9	4	4	8	0
P0182	0	1	0	9	4	6	8	1	4	4	2	0
P0104	9	4	0	6	4	0	6	4	9	4	9	5
P0366	10	7	5	1	4	6	4	6	8	4	3	5
P0486	6	0	4	5	4	10	4	9	2	4	0	3
P0463	1	1	9	8	4	6	4	10	5	4	5	6
P0870	4	6	7	4	4	4	10	9	9	5	5	7
P0859	7	4	3	7	4	4	10	8	5	5	9	1
P0808	4	9	0	8	4	5	10	7	10	5	1	10
P0625	2	4	4	10	4	6	10	4	5	5	1	4
P0638	6	10	4	10	4	3	9	8	10	5	0	10
P0862	6	4	0	NA	4	10	6	NA	9	5	NA	NA
P0425	7	9	4	2	4	8	4	7	7	5	3	8
P0847	6	3	6	9	4	10	3	8	4	5	5	4
P0028	0	3	2	4	4	9	2	0	6	5	3	5
P0936	8	2	4	5	4	10	2	7	1	5	4	2
P0175	7	8	1	7	4	8	2	10	10	5	9	8
P0058	0	8	6	0	4	8	7	6	5	6	2	4
P0244	5	3	4	1	4	3	6	1	0	6	3	8
P0689	6	2	3	5	4	2	6	7	8	6	8	6
P0427	8	7	6	6	4	7	5	1	7	6	4	4
P0061	5	4	9	NA	4	1	3	4	7	6	NA	NA
P0199	7	7	7	9	4	0	1	3	4	6	7	0
P0217	5	10	8	8	4	3	0	4	8	6	5	7
P0239	9	7	4	2	4	7	8	0	3	7	6	8
P0150	10	10	0	7	4	3	6	5	1	7	9	4
P0824	6	2	0	4	4	6	4	6	2	7	4	10
P0318	5	4	1	3	4	8	3	4	3	7	5	7
P0015	3	2	6	10	4	0	3	5	0	7	6	6
P0561	10	0	0	0	4	1	10	7	4	8	9	NA
P0439	8	7	10	5	4	2	10	7	10	8	2	9
P0846	5	8	3	4	4	9	8	0	10	8	2	8
P0178	10	0	8	NA	4	NA	8	10	5	8	8	10
P0359	1	10	8	8	4	4	7	5	4	8	9	2
P0727	10	6	6	1	4	4	4	0	6	8	6	9
P0545	6	2	2	0	4	1	3	6	4	8	0	6
P0290	5	5	7	5	4	7	3	8	5	8	4	5
P0830	1	1	6	4	4	10	2	9	4	8	5	2
P0307	5	5	0	2	4	5	10	1	4	9	10	6
P0395	3	6	8	6	4	7	10	5	4	9	9	1
P0399	10	6	7	9	4	8	10	1	0	9	6	3
P0264	7	10	1	4	4	3	9	1	9	9	8	3
P0803	6	9	1	8	4	0	9	5	6	9	5	10
P0549	2	4	8	0	4	8	8	9	1	9	1	4
P0474	7	8	5	10	4	0	8	8	10	9	4	4
P0736	0	10	2	8	4	1	6	3	9	9	7	5
P0749	3	1	9	7	4	5	5	1	2	9	7	1
P0245	2	6	0	3	4	5	4	1	2	9	7	7
P0858	8	7	4	6	4	0	4	2	8	9	7	6
P0033	10	10	3	9	4	7	3	1	4	9	7	8
P0833	7	9	8	3	4	4	1	2	3	9	10	5
P0718	3	7	3	5	4	6	9	2	3	10	0	0
P0626	8	0	10	4	4	1	8	1	10	10	2	2
P0155	7	9	2	7	4	1	8	7	1	10	2	9
P0210	2	6	0	2	4	7	6	5	9	10	3	6
P0703	4	0	3	1	4	3	5	8	4	10	9	9
P0429	1	5	0	6	4	4	5	2	0	10	3	5
P0016	4	1	2	9	4	9	5	2	4	10	5	10
P0134	7	6	3	8	4	3	4	10	3	10	3	7
P0983	3	6	7	3	4	0	3	10	10	10	9	0
P0207	9	2	2	5	4	0	3	0	5	10	8	5
P0661	3	9	7	8	4	8	2	4	3	10	1	0
P0901	6	8	4	9	4	2	2	8	6	10	2	1
P0559	8	4	3	3	4	0	1	1	1	10	7	8
P0083	1	8	10	4	4	0	1	8	3	10	7	10
P0466	9	7	7	5	4	4	1	3	9	10	2	6
P0568	0	10	2	5	4	3	0	4	4	10	2	0
P0905	8	1	7	4	4	4	0	10	4	NA	NA	NA
P0231	3	3	5	9	4	0	0	10	0	NA	NA	NA
P0556	6	6	9	0	3	6	10	6	7	NA	NA	NA
P0419	5	4	1	5	3	4	10	NA	7	NA	NA	NA
P0109	10	8	1	7	3	0	7	4	5	NA	NA	NA
P0302	1	0	5	4	3	10	6	5	10	0	9	8
P0967	1	3	8	10	3	5	6	6	9	0	0	5
P0288	9	1	5	2	3	9	2	10	4	0	10	2
P0941	9	1	1	2	3	3	2	4	1	0	6	9
P0473	5	8	6	10	3	5	2	2	3	0	0	0
P0976	8	2	6	6	3	2	1	2	3	0	5	7
P0097	1	0	9	3	3	NA	10	2	10	1	1	5
P0571	0	8	4	6	3	6	7	3	6	1	9	7
P0584	1	10	0	2	3	10	6	4	8	1	5	1
P0054	3	1	8	5	3	6	6	2	1	1	3	0
P0319	2	1	4	NA	3	1	5	NA	8	1	NA	NA
P0158	2	5	2	1	3	6	10	4	6	2	8	NA
P0118	10	7	8	1	3	9	8	5	4	2	3	1
P0424	3	5	6	2	3	1	8	5	5	2	10	7
P0585	10	2	1	4	3	9	8	5	4	2	1	9
P0914	0	8	10	8	3	9	7	8	7	2	4	3
P0733	10	6	8	5	3	10	6	5	10	2	3	1
P0690	5	7	10	6	3	5	6	0	1	2	7	0
P0525	7	6	7	7	3	3	5	10	1	2	10	4
P0920	10	4	3	6	3	2	2	7	4	2	10	1
P0756	3	6	5	7	3	2	1	0	4	2	7	5
P0651	2	7	3	9	3	8	1	9	8	2	7	10
P0788	2	4	8	3	3	0	10	4	8	3	5	6
P0814	8	10	5	7	3	0	6	7	8	3	7	6
P0206	0	2	8	7	3	7	4	6	4	3	7	1
P0358	7	2	10	2	3	3	3	6	10	3	7	4
P0197	10	0	4	3	3	NA	10	1	9	4	0	5
P0807	4	3	3	10	3	3	9	1	5	4	10	7
P0079	4	6	4	9	3	4	8	6	0	4	3	9
P0799	9	8	2	1	3	2	6	2	7	4	0	6
P0293	7	0	3	2	3	7	4	1	5	4	3	0
P0874	3	0	1	10	3	6	1	5	0	4	1	8
P0947	4	10	4	4	3	8	9	2	1	5	6	10
P0599	2	9	0	10	3	1	4	3	2	5	9	0
P0477	2	10	6	6	3	4	3	5	3	5	7	10
P0553	10	10	1	5	3	2	2	9	9	5	5	8
P0666	2	2	8	7	3	7	2	9	10	5	6	9
P0616	2	6	4	1	3	9	10	1	3	6	7	NA
P0317	10	6	3	1	3	2	7	10	9	6	0	0
P0490	7	8	8	3	3	9	7	7	7	6	3	3
P0921	0	2	7	7	3	2	5	5	0	6	0	7
P0565	1	2	6	4	3	7	3	0	10	6	8	9
P0792	2	7	1	1	3	5	2	3	7	6	7	3
P0646	3	5	8	3	3	6	2	10	1	6	9	1
P0674	8	0	10	4	3	5	1	4	10	6	9	8
P0098	10	8	2	2	3	6	0	2	7	6	9	3
P0295	9	8	0	3	3	0	9	2	3	7	8	6
P0708	8	8	3	10	3	1	9	3	3	7	8	0
P0919	2	5	3	4	3	6	8	10	10	7	6	10
P0339	8	2	10	4	3	2	7	10	0	7	6	9
P0455	1	2	0	8	3	6	7	8	9	7	0	5
P0655	0	8	2	0	3	6	5	2	7	7	NA	NA
P0261	3	2	2	4	3	0	4	9	7	7	7	7
P0132	10	7	6	9	3	3	4	3	2	7	0	2
P0229	8	2	6	10	3	10	4	6	10	7	3	7
P0232	3	7	4	0	3	3	3	7	0	7	0	10
P0227	7	1	9	7	3	7	3	10	5	7	10	3
P0390	2	6	0	6	3	10	2	7	2	7	2	7
P0433	3	1	3	1	3	3	8	6	1	8	6	1
P0306	10	10	9	10	3	2	8	1	9	8	9	10
P0398	9	3	1	7	3	0	6	6	3	8	7	0
P0499	10	2	0	5	3	9	5	3	6	8	5	4
P0131	2	3	4	4	3	9	3	0	10	8	9	1
P0725	0	7	0	10	3	3	3	2	10	8	5	6
P0644	0	8	7	0	3	4	0	4	9	8	4	4
P0255	8	3	8	3	3	4	10	5	3	9	2	7
P0694	5	5	2	9	3	5	9	3	10	9	6	7
P0758	0	1	0	0	3	3	8	4	3	9	6	1
P0459	4	3	10	1	3	1	8	10	4	9	3	6
P0935	6	10	9	6	3	7	5	5	7	9	3	8
P0353	0	8	3	3	3	8	3	0	3	9	5	8
P0715	6	9	5	3	3	2	2	9	8	9	2	3
P0362	0	2	0	9	3	5	10	10	6	10	7	9
P0745	3	4	2	6	3	8	9	1	7	10	6	7
P0945	2	2	0	7	3	2	9	10	6	10	10	5
P0863	9	5	7	6	3	2	2	9	0	10	0	5
P0422	3	3	9	7	3	3	2	7	0	10	8	9
P0461	4	8	6	2	3	8	1	0	9	10	3	9
P0781	4	6	0	2	3	9	0	10	10	10	5	9
P0932	1	10	9	4	3	6	0	9	8	10	9	3
P0059	7	2	2	0	3	6	0	9	9	NA	NA	NA
P0133	6	1	6	2	3	1	0	7	7	NA	NA	NA
P0734	3	2	NA	2	3	1	0	8	4	NA	NA	NA
P0187	6	0	6	6	3	NA	0	10	NA	NA	NA	NA
P0260	5	5	5	6	3	9	0	8	9	NA	NA	NA
P0735	6	3	3	8	3	7	0	3	2	NA	NA	NA
P0170	6	4	9	9	3	9	0	5	9	NA	NA	NA
P0291	2	4	1	2	2	0	10	7	3	NA	NA	NA
P0051	4	3	NA	8	2	9	9	3	0	NA	NA	NA
P0100	8	1	6	4	2	3	7	1	8	NA	NA	NA
P0815	3	9	9	5	2	7	5	0	8	0	5	1
P0450	8	7	3	2	2	4	4	3	10	0	5	1
P0247	5	7	10	3	2	9	4	1	4	0	0	9
P0442	6	4	7	9	2	2	4	9	8	0	4	8
P0910	5	2	4	2	2	1	3	9	4	0	4	4
P0764	7	5	1	5	2	3	3	8	0	0	1	2
P0421	2	8	10	9	2	10	0	10	0	0	10	3
P0563	10	3	5	5	2	9	10	5	5	1	4	4
P0837	9	10	8	5	2	2	10	5	3	1	10	5
P0685	7	9	5	4	2	3	9	7	3	1	0	5
P0332	5	3	4	8	2	8	8	7	6	1	3	4
P0478	4	10	2	6	2	9	7	5	9	1	0	7
P0677	0	5	7	9	2	5	7	5	3	1	2	4
P0793	2	7	3	4	2	8	6	9	4	1	9	7
P0507	9	2	1	2	2	2	5	2	9	1	10	8
P0686	9	3	6	6	2	2	4	0	4	1	9	10
P0620	2	2	6	8	2	10	4	1	3	1	5	9
P0122	0	9	9	3	2	6	3	7	1	1	6	2
P0582	0	10	10	3	2	7	2	6	10	1	1	1
P0710	0	10	10	5	2	7	2	9	10	1	3	7
P0717	7	4	1	1	2	2	10	8	6	2	2	NA
P0485	0	7	7	5	2	5	9	1	4	2	9	5
P0617	1	0	4	0	2	10	8	5	10	2	5	10
P0579	8	2	5	8	2	2	8	4	8	2	8	9
P0864	3	10	0	7	2	5	7	0	4	2	6	10
P0524	7	7	7	7	2	8	5	7	4	2	4	3
P0143	9	0	5	6	2	NA	3	7	1	2	9	9
P0681	1	10	10	5	2	10	2	9	2	2	2	5
P0441	6	3	3	7	2	5	2	7	9	2	4	7
P0019	10	1	1	5	2	4	1	10	9	2	6	6
P0396	2	8	8	0	2	5	9	2	7	3	NA	NA
P0879	3	9	2	8	2	7	9	6	10	3	5	1
P0202	7	8	6	9	2	9	9	8	5	3	0	8
P0714	9	3	5	5	2	0	8	7	8	3	10	8
P0154	9	7	8	0	2	8	5	10	4	3	2	8
P0238	10	6	9	6	2	1	5	1	8	3	7	4
P0430	9	10	10	6	2	3	5	0	7	3	7	7
P0348	1	2	2	1	2	2	2	8	9	3	7	10
P0953	3	2	2	3	2	2	2	6	6	3	1	5
P0123	0	9	8	10	2	7	9	7	3	4	8	2
P0890	3	10	5	1	2	5	7	1	4	4	8	6
P0413	1	2	4	5	2	7	7	2	9	4	9	6
P0050	9	7	10	8	2	8	6	5	10	4	9	5
P0682	7	7	3	3	2	8	4	8	5	4	8	1
P0494	3	10	9	4	2	3	3	1	5	4	2	0
P0697	6	9	8	10	2	5	1	6	4	4	4	0
P0884	7	0	2	10	2	6	10	8	2	5	3	7
P0023	0	8	7	0	2	6	8	0	8	5	NA	NA
P0841	10	2	9	0	2	0	8	10	0	5	0	1
P0861	1	3	2	1	2	3	8	8	7	5	10	2
P0843	10	8	9	10	2	3	6	6	4	5	4	2
P0093	5	0	3	10	2	NA	5	2	4	5	0	8
P0056	5	5	7	8	2	8	4	2	4	5	9	1
P0622	9	4	6	10	2	7	4	10	10	5	3	10
P0215	7	1	4	4	2	0	2	8	6	5	7	4
P0469	9	6	9	5	2	3	1	8	3	5	4	0
P0629	9	3	7	10	2	6	9	4	2	6	1	3
P0647	2	5	8	10	2	7	9	6	1	6	6	2
P0281	1	0	9	6	2	NA	7	3	5	6	5	10
P0995	9	1	7	10	2	7	7	3	8	6	7	0
P0147	1	6	8	0	2	9	5	0	0	6	10	3
P0020	7	7	5	10	2	6	5	10	10	6	10	6
P0025	10	9	1	3	2	3	4	3	10	6	4	6
P0797	2	3	6	7	2	1	4	4	5	6	0	8
P0223	0	6	2	10	2	0	4	9	0	6	0	2
P0181	8	5	5	4	2	7	2	3	1	6	0	7
P0630	7	10	2	5	2	9	2	4	4	6	5	6
P0203	7	9	6	4	2	10	10	5	1	7	9	3
P0881	4	1	0	5	2	5	10	1	4	7	10	10
P0653	9	6	4	5	2	10	10	8	1	7	4	5
P0529	3	0	2	9	2	1	10	3	3	7	3	9
P0893	3	5	3	5	2	0	8	9	0	7	4	0
P0885	7	0	5	5	2	2	3	3	8	7	5	2
P0447	1	0	5	10	2	4	3	3	4	7	0	8
P0540	2	0	9	2	2	8	9	10	0	8	6	5
P0129	8	10	5	3	2	0	8	8	5	8	0	0
P0314	1	2	5	8	2	1	6	4	3	8	5	5
P0628	6	4	8	7	2	2	5	0	7	8	2	5
P0457	3	5	8	6	2	3	3	10	0	8	4	8
P0829	1	2	6	7	2	6	1	6	9	8	6	2
P0437	10	1	8	0	2	9	10	7	5	9	1	NA
P0834	6	8	2	0	2	8	8	3	1	9	9	6
P0778	2	10	0	4	2	5	6	7	4	9	8	8
P0094	3	9	0	5	2	6	6	3	5	9	2	0
P0611	7	2	6	2	2	7	5	2	9	9	2	9
P0838	7	6	3	10	2	10	2	1	8	9	8	4
P0445	7	7	3	1	2	1	9	9	10	10	3	0
P0729	10	1	5	9	2	2	6	7	9	10	8	2
P0988	0	0	8	8	2	2	2	6	6	10	8	7
P0074	9	8	10	6	2	4	0	9	7	10	5	7
P0041	2	4	1	0	2	1	8	8	9	NA	NA	NA
P0657	7	5	2	0	2	6	0	3	2	NA	NA	NA
P0810	1	4	6	3	2	10	0	9	1	NA	NA	NA
P0146	8	0	7	5	2	NA	0	2	5	NA	NA	NA
P0140	1	1	1	6	2	4	0	3	10	NA	NA	NA
P0130	3	3	2	9	2	0	0	5	4	NA	NA	NA
P0372	3	5	3	10	2	3	0	8	10	NA	NA	NA
P0241	7	2	0	10	2	1	0	5	9	NA	NA	NA
P0672	7	5	8	NA	2	0	0	2	10	NA	NA	NA
P0299	7	8	2	7	1	6	10	3	10	NA	NA	NA
P0899	1	0	8	8	1	10	10	2	10	NA	NA	NA
P0880	5	9	6	1	1	10	9	5	9	NA	NA	NA
P0907	3	1	1	6	1	0	8	1	10	NA	NA	NA
P0520	8	10	10	9	1	7	NA	6	6	NA	NA	NA
P0763	7	1	1	10	1	9	6	7	9	0	6	0
P0343	7	5	3	10	1	9	6	6	8	0	0	10
P0361	10	6	6	6	1	2	4	8	0	0	2	10
P0711	5	5	4	10	1	3	3	10	6	0	2	5
P0624	1	1	5	9	1	2	2	4	6	0	2	4
P0047	9	6	8	8	1	8	8	6	6	1	5	6
P0700	1	4	10	2	1	2	7	3	8	1	5	10
P0600	6	8	9	4	1	0	7	1	5	1	8	0
P0888	0	0	5	2	1	7	6	5	9	1	3	1
P0103	7	10	10	10	1	9	6	4	4	1	8	0
P0852	6	7	3	2	1	6	5	9	2	1	10	4
P0262	3	1	3	7	1	1	5	2	6	1	6	2
P0918	1	0	0	3	1	4	1	5	10	1	9	6
P0639	2	6	7	10	1	0	9	7	8	2	1	5
P0612	8	7	6	2	1	0	8	1	5	2	8	8
P0595	4	5	0	3	1	4	6	10	7	2	5	9
P0265	3	0	7	6	1	NA	6	3	9	2	5	6
P0382	7	8	9	7	1	1	6	5	9	2	6	2
P0818	1	8	1	10	1	9	1	5	2	2	4	5
P0512	4	2	5	10	1	6	10	7	4	3	5	5
P0403	5	3	10	3	1	5	9	9	6	3	10	1
P0994	9	2	7	8	1	3	8	7	1	3	10	7
P0470	9	10	7	4	1	8	5	4	1	3	1	1
P0898	0	3	3	1	1	8	3	2	9	3	9	10
P0548	9	10	8	2	1	5	3	8	7	3	4	1
P0344	2	7	10	0	1	3	0	8	1	3	1	9
P0242	0	2	1	9	1	9	10	6	0	4	9	9
P0374	1	8	4	10	1	2	9	3	1	4	3	10
P0979	4	8	2	6	1	5	10	0	1	5	7	5
P0024	9	6	8	4	1	8	8	7	4	5	9	7
P0927	0	3	5	5	1	3	7	4	6	5	0	7
P0532	10	7	0	3	1	5	5	2	8	5	1	10
P0205	6	9	6	3	1	3	5	5	0	5	6	0
P0166	0	2	4	6	1	1	5	9	5	5	5	3
P0383	0	10	0	0	1	8	4	7	2	5	1	5
P0280	2	6	2	5	1	6	3	6	5	5	6	6
P0444	3	9	8	2	1	6	2	6	8	5	4	0
P0266	4	8	8	3	1	5	1	0	3	5	3	4
P0652	2	9	8	9	1	4	0	0	5	5	8	7
P0991	4	8	0	10	1	8	10	5	9	6	10	8
P0191	4	9	4	5	1	8	9	1	3	6	4	8
P0026	5	4	0	3	1	10	6	4	4	6	2	8
P0384	7	1	8	8	1	3	6	4	3	6	6	3
P0331	8	9	5	6	1	7	4	2	2	6	6	5
P0409	10	2	5	8	1	5	9	0	10	7	9	7
P0794	5	6	2	5	1	9	6	9	6	7	3	3
P0951	6	5	3	6	1	6	6	4	3	7	7	7
P0801	2	6	8	7	1	3	6	5	3	7	1	1
P0114	5	10	9	7	1	10	6	0	3	7	10	6
P0635	2	0	4	7	1	6	5	10	4	7	1	1
P0336	8	1	1	0	1	5	4	7	9	7	NA	NA
P0249	1	10	0	3	1	5	3	3	7	7	6	3
P0013	1	5	0	10	1	9	3	9	8	7	8	7
P0975	1	3	1	9	1	5	2	2	6	7	8	5
P0602	3	5	5	9	1	6	1	8	10	7	3	7
P0916	7	3	6	0	1	NA	NA	10	7	8	NA	NA
P0334	3	0	7	7	1	3	10	7	2	8	7	4
P0955	0	7	3	10	1	1	10	10	10	8	5	8
P0080	8	10	10	4	1	2	7	7	2	8	2	6
P0235	10	10	0	6	1	3	7	4	8	8	8	10
P0012	2	5	1	4	1	5	5	7	9	8	6	1
P0709	5	3	6	2	1	3	4	4	9	8	6	7
P0643	9	1	4	0	1	6	1	6	1	8	10	6
P0426	1	2	5	3	1	5	8	2	0	9	6	4
P0313	5	3	3	8	1	9	8	8	4	9	3	8
P0701	4	0	7	5	1	7	3	2	8	9	7	6
P0569	4	3	9	8	1	5	3	0	9	9	6	5
P0992	7	9	0	1	1	2	0	3	5	9	4	8
P0378	4	9	6	2	1	4	9	4	6	10	10	3
P0811	0	5	7	4	1	1	9	0	5	10	5	4
P0192	4	9	4	1	1	7	8	10	2	10	0	10
P0791	3	3	2	1	1	10	7	3	4	10	4	10
P0517	8	5	10	1	1	2	5	5	7	10	1	0
P0954	0	5	3	4	1	5	5	1	6	10	9	8
P0483	2	4	4	6	1	10	1	10	0	10	7	4
P0237	3	0	6	2	1	NA	9	5	2	NA	5	8
P0673	10	2	2	1	1	NA	0	1	0	NA	NA	NA
P0405	8	3	8	2	1	3	0	6	0	NA	NA	NA
P0513	5	3	4	2	1	5	0	8	0	NA	NA	NA
P0627	6	8	4	0	0	3	10	10	2	NA	NA	NA
P0044	0	9	4	5	0	5	10	3	NA	NA	NA	NA
P0693	2	0	0	0	0	0	8	NA	1	NA	NA	NA
P0373	3	1	3	1	0	2	7	10	5	NA	NA	NA
P0006	9	7	6	8	0	1	6	8	9	0	1	2
P0970	1	1	6	5	0	5	5	5	1	0	9	6
P0746	5	0	0	10	0	9	5	4	9	0	10	4
P0443	8	3	2	0	0	1	4	3	0	0	8	3
P0649	10	6	0	5	0	5	1	3	2	0	10	0
P0917	6	1	8	9	0	2	9	9	2	1	3	0
P0562	1	0	2	5	0	4	8	2	6	1	9	7
P0368	4	0	4	4	0	4	3	1	2	1	0	6
P0176	0	8	3	0	0	4	1	7	4	1	3	4
P0963	0	10	8	3	0	3	1	3	0	1	1	9
P0195	6	10	2	4	0	10	10	6	6	2	0	9
P0108	4	5	5	5	0	2	7	6	5	2	8	2
P0386	3	3	3	8	0	1	5	4	7	2	3	1
P0292	10	9	4	3	0	10	4	4	3	2	1	2
P0153	10	8	10	8	0	7	4	9	9	2	7	4
P0381	5	9	6	5	0	1	3	9	5	2	1	1
P0096	1	2	5	9	0	5	1	7	3	2	7	3
P0328	1	0	1	1	0	0	9	4	0	3	9	10
P0498	5	5	2	5	0	0	8	8	8	3	3	1
P0913	7	8	5	2	0	8	7	3	3	3	8	5
P0805	4	0	2	5	0	8	4	4	10	3	10	6
P0878	5	3	6	6	0	8	4	4	2	3	6	7
P0120	10	4	8	7	0	5	4	3	4	3	8	10
P0957	4	3	8	7	0	8	2	9	0	3	1	8
P0757	9	3	9	8	0	3	10	2	8	4	6	6
P0216	4	0	8	8	0	NA	10	0	3	4	9	6
P0305	0	3	10	7	0	3	8	7	3	4	3	10
P0516	7	9	2	7	0	7	7	4	0	4	3	5
P0860	1	1	8	9	0	8	6	8	4	4	5	1
P0511	1	3	0	3	0	3	5	7	3	4	9	2
P0169	6	2	4	6	0	3	3	2	4	4	5	9
P0751	8	7	5	1	0	10	0	6	5	4	6	9
P0367	4	9	6	2	0	10	9	1	4	5	1	6
P0198	2	10	0	1	0	9	8	8	7	5	5	3
P0300	8	9	10	2	0	2	7	4	2	5	0	3
P0603	3	0	10	3	0	5	7	4	9	5	7	0
P0388	6	7	8	4	0	5	7	10	8	5	5	1
P0780	4	6	10	9	0	6	6	10	4	5	10	9
P0327	4	10	7	8	0	1	3	2	5	5	5	1
P0774	7	4	10	2	0	10	2	5	5	5	2	8
P0148	7	10	5	6	0	2	1	1	0	5	8	5
P0665	2	0	1	5	0	2	7	2	3	6	4	8
P0716	2	7	5	10	0	0	7	2	8	6	2	0
P0825	9	4	2	3	0	7	3	0	0	6	8	9
P0272	1	6	4	3	0	8	1	7	4	6	9	5
P0253	1	6	3	4	0	2	9	0	9	7	5	3
P0974	5	4	1	5	0	3	8	1	6	7	9	2
P0990	3	7	8	1	0	2	6	10	5	7	10	6
P0706	4	0	6	7	0	2	5	7	9	7	2	3
P0045	2	4	6	2	0	4	4	8	2	7	2	10
P0789	10	6	0	7	0	4	4	5	9	7	9	5
P0855	8	6	7	10	0	1	4	5	5	7	2	2
P0357	1	6	6	8	0	1	1	4	2	7	5	6
P0696	4	9	7	3	0	10	0	4	0	7	3	2
P0493	6	9	5	1	0	9	6	0	10	8	0	8
P0671	7	7	6	2	0	3	4	8	9	8	9	7
P0581	8	9	6	10	0	7	2	10	6	8	1	6
P0968	7	3	10	1	0	1	10	0	5	9	6	NA
P0064	2	6	2	4	0	4	9	6	1	9	3	4
P0737	4	7	3	6	0	7	9	9	1	9	3	10
P0750	0	2	8	8	0	8	9	2	8	9	1	2
P0471	5	8	9	9	0	5	9	8	6	9	2	2
P0732	9	3	4	2	0	9	7	5	2	9	4	10
P0284	0	6	8	9	0	1	7	6	9	9	2	5
P0817	0	10	7	1	0	1	6	7	4	9	0	2
